,label,theta 0,theta 1,theta 2,theta 3,theta 4,theta 5
8,3.0,134.16859908347612,164.36366363984075,137.3277044284167,80153.01087335395,63189.07626579353,51180.21941501156
9,3.0,101.77259514167275,195.4747803117711,130.58213088933977,70057.9443074895,59199.08942714999,54849.401382007214
10,3.0,126.34767521630458,154.85086707605046,157.5738796811351,76955.17913179,73953.43222559855,52369.70140697217
11,3.0,144.53544336741697,165.46703280353813,114.47064695260477,76332.74937762236,76229.58244476866,51383.94811704221
12,3.0,155.26443761632027,145.48880754458304,135.08303409940072,77096.45982271354,59653.72349554221,50575.929738546685
13,3.0,131.4087118862661,116.90043623609435,156.99328650488883,76500.15492122131,82812.77168531914,51497.16377905347
14,3.0,142.97348187030204,177.0965080270821,119.09530774548404,70294.47358124898,54551.59214259355,53290.01782314452
15,3.0,188.49114689734148,118.01450870805277,104.31464477265028,78377.36341930844,52425.12779156739,53730.0791248255
16,3.0,107.72993612605939,171.3272118485177,151.98111749018082,79268.45958095847,65711.85671041484,55143.879467099454
17,3.0,136.87194275360827,177.76628371705766,186.5827078114018,77557.20536042213,52802.070585151414,51840.69725255721
18,3.0,143.75381608598946,160.13854967908878,150.91139446938408,73785.61578338091,88308.6107247354,52990.418322236845
19,3.0,193.0248489218007,124.06199790613354,104.3046810253917,82060.13108378417,50940.46730247726,49692.49653548527
20,3.0,136.0271611312878,146.24699684502596,161.20363744210414,74574.76280079235,75143.37167852871,53900.071507439076
21,3.0,139.44293126497726,131.49717576374866,120.11599268685681,72366.72715840802,54259.00628046392,55643.68138887419
22,3.0,167.2866862298119,105.56784470339346,199.59878476766963,77271.01050845924,68541.15390992256,54011.14996343034
23,3.0,192.10458846777124,128.77516678424743,112.31627126453608,81291.3528302981,85981.70942763696,51937.88218421175
24,3.0,164.7751494533145,143.81063711060347,166.9866566239778,80417.09923102864,51196.865948722894,56571.97321596136
25,3.0,127.90577754086158,128.18423477319922,141.66220484334428,69950.1106759982,55507.74693670725,52273.720002540766
26,3.0,156.94369326377728,143.34547546811962,179.73156303674858,77579.11168720145,83594.26884980348,52467.14515012252
27,3.0,155.7789434052502,176.4832686578991,180.47178807640194,72789.40528132372,71064.16446776893,55113.16421815067
28,3.0,168.86315377726197,147.59388999404342,161.66891331588926,77211.54479883779,70542.27115930017,55961.382599068435
29,3.0,192.8004059159183,128.5577941070467,149.92030716836354,79951.03516515365,72223.8201901383,52146.59286219493
30,3.0,102.8125287578393,100.32257001396586,143.7282790362896,77316.7198296838,76908.54441355371,54030.311530213585
31,3.0,129.97257851059337,150.3236540891274,170.78701907650031,76951.0242371514,54922.034911710485,53736.48477930168
32,3.0,143.95328880045398,119.88013554850329,176.77903659756458,80943.78922151995,55494.85944115034,50567.74701239997
33,3.0,148.46703230671733,105.75008873334754,192.1743682299717,70113.69097778582,70174.27866169786,56473.17669296771
34,3.0,127.54363658290673,195.19573762765503,106.4872238641905,75905.45791539019,66470.63354177662,51161.6643236189
35,3.0,189.16897991790015,185.99328439964057,196.12323582142687,72179.58986537141,82061.74980184619,56621.60658913759
36,3.0,148.77818398329012,169.6977184335958,150.61361820587672,80993.56529836007,48304.775326135285,53039.57673147527
37,3.0,166.73717334052557,192.24779720566022,121.10511253937042,79183.86199077855,52790.5530683612,53531.462507765464
38,3.0,187.37831226641015,127.67574342887355,104.79486807785806,80153.93632138148,53497.898458134296,53915.66569332323
39,3.0,150.81960265744846,196.5800742688363,175.0831356991202,72231.4798328331,46254.4592997191,56790.50777461117
40,3.0,199.57776254598497,184.01673766803165,152.17698753807616,82106.77755583262,72433.2832481899,54675.07330439653
41,3.0,109.25635787160327,113.87940788378785,118.6244078490439,71452.68633232689,87457.03889960772,54531.61465663427
42,3.0,155.156906641687,151.44787391132152,123.66233459171472,80406.49370115482,76001.91264262208,54697.18574360985
43,3.0,199.91598981759358,167.38193876494785,119.31000594659211,80104.76958631427,81576.93075270538,54065.63930482907
44,3.0,157.7094213394671,148.10359148709125,153.76898969167098,72955.28160896077,80577.7796653093,54082.87052515647
45,3.0,152.35181050082323,160.43388286525396,155.4977061899054,70147.06817424737,78793.8858488885,56184.14519480049
46,3.0,106.74307458258838,101.75435532808947,176.1630442190148,74565.24153091002,65724.27138544351,55509.42671199594
47,3.0,184.57334195519138,195.89857713401753,135.3844501727214,73664.20271694263,85864.8143899747,54590.44425359831
48,3.0,108.67254759796037,166.39197402414783,174.1719343043193,69065.64594052108,79082.73993349445,54411.28735034383
49,3.0,155.43609368850284,153.12088673850695,123.6299973727338,78236.03646574393,86691.09411044486,50021.84668446901
50,3.0,140.3545214098464,119.1947956579601,154.2265925772414,81154.61070787426,80565.5578782759,49664.75330834993
51,3.0,156.28924242407768,168.49462977822225,106.4712082948433,78105.50621703468,57076.953711083755,51478.24661577613
52,3.0,189.08346976172243,174.478060065119,172.9989046977256,70815.73261317331,71628.93177225946,53584.81640096581
53,3.0,161.10736621340124,122.18116766953028,151.33184746257777,77956.3880002217,67286.79857385335,56431.29950794407
54,3.0,107.10926489413369,193.14844386279336,150.47141327674083,75493.70546558764,50224.611311596025,53902.392741581425
55,3.0,184.1038608724707,142.5869784819868,158.35839158451859,74691.52110524857,66881.39267201572,53649.838122413865
56,3.0,191.30446488354218,122.54858902456856,139.66401500600372,81540.0244057827,73891.43328907291,52682.62534407603
57,3.0,189.16379223499052,188.41413569010922,198.8025219087853,80433.90165327015,63864.2981936944,57324.776990488
58,3.0,130.53565230053684,161.21152256990322,195.31268849025292,79525.91766492533,70258.21505723683,53005.38757167579
59,3.0,128.58050679791103,131.83744697964624,144.11881634872944,80381.5067848874,51009.348634985676,51965.95600941874
60,3.0,190.33054251841497,105.31138937661966,175.26907430507782,71332.1614459994,52918.1049035866,55404.69305289032
61,3.0,177.87150708328755,125.02178702293651,179.2285130382565,71448.60358877345,56086.80600948463,58052.30470984601
62,3.0,163.5580533630666,172.74732248224217,122.16864891112695,71982.19338335132,48854.099694376106,51155.66269540979
63,3.0,153.35955916774833,154.5437430838351,133.1992650530389,79727.61857930178,68143.05790793878,49386.92655927975
64,3.0,149.250193343538,130.5383311979826,134.4547696499097,78304.44307925177,81039.36306833112,50190.02121716126
65,3.0,113.55294597096443,132.1211759113183,102.40008419978192,73468.4899795604,53574.58066235232,51613.982241018966
66,3.0,104.1137272591942,129.4793339036368,164.57534215342602,74336.44925466407,45045.762970954514,55962.72645055744
67,3.0,171.53108722808673,105.84867271715237,104.83525246013642,73934.9198678626,71758.26893164197,55206.290711825415
68,3.0,140.23819520315027,105.76660997080808,193.64373395696924,75947.2237527903,52360.2302711967,53190.95674907909
69,3.0,122.11712093481273,132.33870128660905,189.17255212581603,78032.92034983775,54819.906921875634,50782.51420648844
70,3.0,197.49865663859407,133.82565554950867,102.19117136569481,81564.5074343034,65612.28002767038,52876.69727255152
71,3.0,193.39217092623127,181.60395353620777,195.32845400367404,70832.13830021894,45045.23658425433,55689.37274848101
72,3.0,175.05011198325474,187.7209570986603,122.49175878453366,78024.92077623321,53188.31982701768,49337.20918993728
73,3.0,101.52816763743078,169.32805642144478,128.16645542988897,72447.31201547288,51253.349490287525,54602.438492814734
74,3.0,133.64048407476787,120.1174226009355,122.62973982825369,75508.82151657628,76693.8195819723,52990.34373025216
75,3.0,133.28012169177768,177.6817613536436,191.36873326872083,78332.05682732185,76535.47950923782,51002.11583290387
76,3.0,163.7009555450862,101.79439351790458,128.92034466672214,75103.21420645507,71113.69996370179,54060.71260392194
77,3.0,143.14598580109657,104.12746138141587,140.30493103859104,70279.6570015157,79869.66965419182,52738.07912744156
78,3.0,103.5474121391058,128.20122239027594,148.0290660043206,72357.99270199507,53399.29441752356,51292.1989672784
79,3.0,107.9959869162592,124.69198383470686,122.04990465721403,67424.75866465567,67932.99877902879,56003.20379741168
80,3.0,156.5260332644675,160.12000936370595,195.94632849787791,70495.60507229262,58682.28948113497,55703.304907513695
81,3.0,193.9975197002188,164.77467650597043,139.74915240078064,82392.23367964593,51245.77701219628,54039.92907550291
82,3.0,179.05600344706448,106.22074984150672,163.67272273961356,79520.99885098079,66766.84650364758,50866.59995746002
83,3.0,193.596300918215,165.29024503960557,113.55689619801234,81448.60563444102,75766.3048800571,54574.85665714534
84,3.0,142.3022666519645,133.22322445049375,188.90375365309464,77795.59762853649,53820.89941332721,53375.22021761056
85,3.0,191.19133811896893,121.60146588560889,160.1267058094994,80288.76620291927,48487.03310745833,54708.81337139799
86,3.0,128.54931702655443,116.99231750692073,133.88143140541433,79390.78388168433,52155.683286343774,52905.4748392347
87,3.0,154.54794632239762,165.6568276872232,119.30932827651738,74195.0516034445,78139.0538093096,55014.20218155323
88,3.0,186.3117590502036,121.90797188351407,139.21290881940828,74574.19961819085,47252.12659040556,51195.004362328065
89,3.0,166.270726746146,126.24726789490148,184.84094181305863,70350.85929432717,73528.88177518848,55850.050923087794
90,3.0,129.1160865752653,110.99664334969809,146.45155143030505,73549.0567651175,76743.64610211486,52493.91649387478
91,3.0,109.23017161047869,115.50478396251665,178.56853466130642,72490.4214993508,83589.91980377075,56460.08546583479
92,3.0,123.72893404551226,177.98352562356786,116.99532192579771,75729.7012101365,52807.7519761546,52900.637627207914
93,3.0,120.56346607693169,189.93047625582778,185.47287598987094,77642.50662585642,57752.02759184534,56620.722516287424
94,3.0,199.59929534649763,190.1607669917995,179.032111360619,72877.49192340657,68173.07591945556,53347.42478150841
95,3.0,135.58484373620888,160.00924775251775,129.2097768081475,79117.14790352112,62218.38925269903,51649.82054592384
96,3.0,164.20527999822508,114.05048433354453,118.46969656943365,71259.34537373798,80568.42703594288,54237.9749630019
97,3.0,124.76082041267131,164.14382200029308,170.66375696922057,76512.04870676878,85120.38754136222,52282.268742424494
98,3.0,138.11736640646603,122.40788509488357,187.15104466915892,77000.8353665156,76406.21632321466,57239.718030677795
99,3.0,111.06350873489308,133.4988377448838,100.55977912712335,78434.14913889703,47499.19973220022,52157.90184601074
100,3.0,152.65480314504083,125.99618729678417,192.71394821000524,72166.01895109023,61376.70540123979,56500.29638323675
101,3.0,115.68971331879477,186.7493702103314,188.366863532251,67935.84709834213,88924.08848132992,55460.32481453504
102,3.0,149.4646181935966,112.59879802535023,112.61961278127502,80423.28395177951,58075.848323695034,49249.7531203291
103,3.0,194.85406119449885,190.1765482591499,167.33846962392005,73223.06041670188,45702.8211759825,56064.81616071625
104,3.0,193.27814311074476,159.1427575488104,105.45602395671372,77215.80177396903,55190.10648108089,52906.95238066594
105,3.0,125.59473739247484,155.97824698844713,145.92691208406845,77018.5032843519,68779.41831234033,50400.470139533514
106,3.0,173.92743762857276,102.15647866695863,137.4932810546172,76620.6814962374,59351.70093363269,53393.098297384466
107,3.0,186.9034519953054,176.81637234968358,186.954376898149,70575.74994961375,89409.75468473419,53709.02175258397
108,3.0,172.7114432867034,111.6556330051531,168.63917974802365,76670.46155546466,83465.7436741287,54056.410276334434
109,3.0,122.1522455759731,116.50355342515617,100.28438012681097,79459.30225460768,79625.49269462921,53168.38720270761
110,3.0,121.04087660269283,182.56381336309363,134.30947460116974,68829.51746245874,57553.5174243493,54802.36209676866
111,3.0,168.22739037088667,188.8650022666253,131.83344119364565,78771.96057053038,55233.00073665162,51760.64404844305
112,3.0,109.3928473594565,156.35810334070177,119.96462446974085,72455.71259179495,51979.42118000758,53531.38711363976
113,3.0,111.81133937494734,149.11873976677074,117.59290612623991,72177.77996147842,83911.50805655634,52569.58439279284
114,3.0,148.79060685892873,164.40598392169449,190.92400796273952,77564.46869237527,89581.47206074456,52926.285055930595
115,3.0,176.11801878239768,176.90918013236706,107.42336725527491,73952.9707858752,86614.97273619728,54391.07907543153
116,3.0,151.80507727333992,155.03033519635812,175.42909557715507,70687.96693978203,74956.36175617075,53668.815098966916
117,3.0,168.4094996544792,169.41078636027925,157.9168826159633,76991.74843840051,63718.26005045818,54644.17025190937
118,3.0,199.9170396748487,105.14455505516581,102.28069378246562,79416.60185243175,84493.06672576748,52772.92448912389
119,3.0,152.3456886505039,187.88120413908248,160.85956229019266,78644.63000422766,52210.86494105511,53258.602102342746
120,3.0,109.06469338290927,172.70818798032153,156.74671936563828,70935.86298190497,67823.74278429014,53011.123402470665
121,3.0,166.80000324441423,176.39715833701698,109.68669804291356,70559.06964360397,62131.63095617917,55804.96086568051
122,3.0,159.50353373703365,121.15091602506361,149.850833926691,72092.76941555686,47551.19591190452,53309.86586794334
123,3.0,192.70768519553965,106.98919345118779,138.27154930624604,74533.64042971586,48579.92582167614,55293.493305780765
124,3.0,121.17673814889764,184.83240190306776,105.9801862147602,69377.63847403912,79693.64170958541,51713.51680207425
0,4.0,142.01634951816598,163.1151430338403,153.02024950658694,79179.00361067234,89616.78492619848,63018.26576078096
1,4.0,180.1320947284201,151.50305062639842,146.35981776805798,82443.79458641229,89019.15017289459,60742.814982541386
2,4.0,192.69231158604376,120.23131428509262,122.17776643310128,72600.03878173597,86510.90169210112,67129.60975959373
3,4.0,112.55068853870263,149.37543619818607,142.76725510718362,72314.59902130131,74479.08288330604,68264.09565509982
4,4.0,187.1268258891975,169.83703671563413,168.35737709930973,71570.29661902238,59327.921430344344,69609.82432452968
5,4.0,146.66931187704648,135.0232613161536,104.79614141852058,69260.37528927594,51330.06895143363,71446.90030603965
6,4.0,156.13770406725038,182.37440082965864,190.45076602680305,74435.39789715776,56307.16313278205,64310.75022293681
7,4.0,148.68622079849123,119.76839195158884,146.71612880227138,73506.67169527705,56353.70206446624,67285.17593617634
8,4.0,181.0240312741032,111.03691011230768,136.1023708479658,78231.00017895552,78046.49198421495,63803.416571761256
9,4.0,187.98642683526768,146.0645292548303,107.3851148616611,74439.45675075898,60547.62926620999,68070.59155495735
10,4.0,120.21412496099688,107.87215432096315,118.93738238563697,70444.40513749115,47507.909713604065,70122.52480686396
11,4.0,103.2394534655383,160.31862794033606,168.19323855573992,74154.54342946963,80974.24041965062,65445.187105149205
12,4.0,147.1709728837099,168.93105798804967,199.26278892021367,81267.6324084843,87758.17728597863,61719.983339947015
13,4.0,164.3265724382197,152.49743804663996,115.30138714936568,77030.04839976795,88906.87727254828,63809.81887835626
14,4.0,121.95904341177733,179.47403993675533,184.87841532471148,69662.60839888777,74541.1225304123,70934.1344970919
15,4.0,114.86080030756457,152.7488443261216,158.38482447053937,72976.01721106481,51647.93361339383,64061.67734137067
16,4.0,110.94533000716518,154.8527314298314,137.77751567846389,69359.54668998171,61564.033783505525,67223.60105303531
17,4.0,124.32405319733834,182.53041394483077,189.22955655844495,74571.24385038762,47813.77251090304,64030.94463611956
18,4.0,124.64894248915755,160.1841780980073,117.36582594580669,70059.19229313615,70066.19347003286,64212.24422990328
19,4.0,167.47828812453423,185.68244309471646,173.26269887713016,79880.98135595792,57672.13024422961,64729.51169335764
20,4.0,134.67197699296764,160.1835892284533,157.63894801327928,71443.02093582423,49527.4500302109,64825.973157723085
21,4.0,106.15914516600921,113.82039546000793,144.99334234168,77735.55058169509,71116.19934973778,63599.92926625072
22,4.0,177.1256443291128,180.83957058650415,184.76462603568555,76921.23258047437,48970.45343198386,62080.45535754714
23,4.0,184.21883795760328,195.69361725452316,138.32851405064088,71634.42511209482,79676.29727236333,68804.34869849744
24,4.0,119.72150223638096,165.78839350106585,121.69559581251552,76268.90814582045,57443.20526524258,62820.913456295086
25,4.0,109.81545679072413,190.66743980003326,123.92978195184526,79124.88261955333,80839.16807861291,59630.30229944421
26,4.0,144.13158156315183,178.75219566454442,129.34912472027708,74796.5306579143,64957.765952804875,63477.85760461528
27,4.0,167.0522279816948,112.35357994897818,115.52762108540267,79979.86196796279,46794.14148367969,57739.07350620054
28,4.0,197.63140086397513,168.53792763239707,187.42196691507763,72046.86285847337,67600.34784560488,66271.95779159988
29,4.0,144.91060864261283,101.12583575456516,175.3985783200215,74215.01882288553,79651.51582990162,68846.26684701323
30,4.0,191.98082940473194,187.45088803013397,158.22995037422686,71094.67064043951,88581.23456998717,69606.70414912135
31,4.0,122.3979454969554,176.69142148303536,142.4309165076989,71921.45626718209,81627.47800444477,70260.46739959795
32,4.0,106.13925371647271,190.55802765393287,144.10113942769803,69304.85750630457,61045.54860049847,63747.6399747627
33,4.0,119.57648057380638,196.5801987673242,116.04122052211156,70279.7326895391,79789.86501735114,69290.88064774247
34,4.0,121.07049005259051,146.0801885683489,153.62489008508703,72790.29292285384,52845.06074490269,67457.67564813218
35,4.0,188.41772077228035,198.81513966326705,136.99489261200202,77371.88057205128,79811.0683916475,60608.65799715876
36,4.0,107.97288804348312,147.85333418001198,172.5624389579823,73330.47847652627,58300.79271833159,68496.12399199494
37,4.0,104.00659048096561,154.39339251131233,156.98969517198773,74427.57122782986,73229.63491475659,66745.91709476788
38,4.0,153.89360054664024,108.14386735154837,170.82707153317403,78773.31612088172,48666.8966994379,61508.59932275668
39,4.0,195.7791009810431,109.90892354568575,191.2701601766678,73692.90354143368,60633.36205092097,67169.55162067566
40,4.0,118.55408287216159,134.63222062067518,118.09790500340262,68446.12649932728,58651.962369767105,64432.7994836769
41,4.0,125.30312748397586,185.764907630111,196.56571934426836,80254.09990723706,77360.77569832015,64046.44374892175
42,4.0,119.65801068762897,123.17820771039982,150.25413893330372,68379.3642576487,83032.85867572082,65820.05510986959
43,4.0,140.97617991055938,148.49660037447646,113.42083300942166,80838.23503528732,51179.689419365495,61505.927708670366
44,4.0,183.82101766107218,189.8376667593942,157.29054482594938,80345.26143068558,65065.40935628764,62925.85794306145
45,4.0,134.72038356927072,104.05519929174777,181.2027163221509,80016.17765834933,50495.26576523276,62051.81522868479
46,4.0,114.39970943468344,116.13730980044431,117.92765454595339,76639.29871458487,88511.14625827265,62251.95159038372
47,4.0,197.8066456280992,130.74390664290272,129.2825520040493,76718.65404169876,58780.70420915018,61144.87284608408
48,4.0,164.6846676738052,186.95112609842943,155.50033989092117,75051.55659091714,66636.09017347745,62230.85241054447
49,4.0,128.78060633515685,136.2998698397619,163.32308292608684,76601.05018271226,60490.82094726191,59902.77488332732
50,4.0,199.73217021767027,124.421085101147,125.33972530863377,71057.53125163823,69848.2716065474,70257.12612676111
51,4.0,192.06763276526652,100.93598805177734,192.73040037418406,77436.591383658,57961.251532282564,62012.1283154182
52,4.0,142.3917038879148,167.87530820911877,138.94676795523804,73039.17343589387,63571.12087717732,67497.5966504536
53,4.0,198.55999169848224,190.50060668441188,149.1700434604964,80367.62430928994,56226.58193900355,62634.83375804029
54,4.0,175.91530270010486,120.60324861836517,177.22329446094042,78529.31042523045,77104.86160206125,62564.25297828305
55,4.0,145.3325437644766,100.39106990999194,196.10544368707826,72770.48040087015,84871.33545508771,65871.09543192844
56,4.0,154.28270701462398,195.7348785435326,105.66404039144051,79380.1601902685,45830.40633168351,57730.87340022302
57,4.0,148.09329414520846,139.32072783334127,128.4812276341974,74107.92626115897,59086.638820045184,64105.69125443818
58,4.0,139.93890285500328,122.96121371255853,156.53575959210357,77669.18263877157,48713.25791246987,63741.28330112792
59,4.0,105.31274682030252,109.33409925807533,137.86158204711927,74764.0806865137,61791.02870890584,60157.922907426495
60,4.0,139.77546805827046,182.80699032309587,132.74178473706172,73697.60389729979,65161.50495811079,65966.91133532484
61,4.0,185.09907279100048,197.45540311944737,167.9758470851776,72076.59856647324,46464.02062089221,69020.28049458217
62,4.0,199.90085928716206,155.14426857486689,121.11891557883577,74277.41213973114,50172.39183448605,62182.801741248644
63,4.0,171.82650572393015,101.18280711241428,163.56093773516073,81628.67824133893,76182.39017568903,58039.445421302094
64,4.0,112.38036199907951,140.52809227202383,174.92619105273286,71945.46604606946,51984.33338778304,65614.34749109062
65,4.0,120.74273572373527,188.68120847377037,137.66115477780275,71896.88432255146,76752.43157209647,67706.95123643297
66,4.0,134.77777012791185,157.05747653640753,176.66198233437984,70294.53876380244,89136.37552612466,66921.5130277375
67,4.0,139.61875252136625,180.00274927074776,101.06669732548235,71421.41651829875,67134.83372686326,66887.95196287576
68,4.0,139.22562757327157,158.73781131385408,122.17994468678665,78999.20801193401,54918.73933452289,60845.92296972565
69,4.0,166.27584026428218,177.87996959114577,100.68907242819566,80791.18680285873,78937.30912764766,60811.38041115039
70,4.0,135.28344733007975,158.48997838847504,106.544021649781,79860.28219726373,80627.3199755034,61786.8045460896
71,4.0,168.15478091058804,136.42042972888524,105.25934562469064,80052.2918998768,75381.93355479765,60282.395187502436
72,4.0,128.5896660386593,199.62403632026013,112.19978419164318,76239.93757060773,75694.14979383495,65005.12567649191
73,4.0,185.99982553739653,159.88895283880495,127.31099395628688,78126.44969447232,58265.105280231466,59165.68564834686
74,4.0,108.73897630106387,165.41944000344313,158.2480952182129,76920.46259560317,83399.6922469488,60647.288380091304
75,4.0,169.15346398852878,183.04831091914045,162.22550333154769,78258.94832897231,87860.28879569372,62821.68181706316
76,4.0,166.10372801106578,137.62679150934736,178.71280294738955,75674.10447830003,79232.17195578577,62588.256798960254
77,4.0,109.04959728975298,121.98921138417714,169.89480432490018,68584.20091223782,56034.70472598345,70211.72354901826
78,4.0,102.84999169787271,117.80408812296407,117.10140414985256,75094.02526116234,87066.00564583465,64112.14433464725
79,4.0,183.4996755173059,170.74699037005178,191.9394359870187,70470.49691185488,77442.88174600029,67907.06062969205
80,4.0,138.72666506265767,156.30028050954905,117.81092868122218,70420.31661561273,65651.06105289713,70144.47129202675
81,4.0,125.77824711296145,167.06148133202782,136.6562317220818,80401.40947684835,79854.50223857307,55659.294265918106
82,4.0,105.98044534110649,175.92031505470231,121.8963471559199,76809.32625615498,83448.21977152517,59335.51718746772
83,4.0,193.57144587010802,119.56473618845865,124.19902365778304,73341.52604650616,87929.92104414519,62691.770094418214
84,4.0,100.64675287161148,183.20094965534366,147.91302565264337,71507.8766120486,57502.903954739944,67348.9253513973
85,4.0,185.42023335726282,129.69167405172817,163.1989381545816,71060.19288233024,59816.54587985024,66595.011585247
86,4.0,107.2198100225404,118.86492722865967,146.33673475274134,71890.51778613265,65142.66308612219,69261.00925012951
87,4.0,178.17736102839592,102.16130295736096,135.91242254885435,75510.70817206726,52168.56938675361,62503.66490802297
88,4.0,144.47451720210955,157.07771122600656,101.90728428494627,69793.7212950647,71016.30980385332,67400.44401182994
89,4.0,152.90605190374606,176.60909791234482,151.77104298556924,70489.08032456314,63095.58603347986,67023.79728026288
90,4.0,134.78261853892542,107.52603641566716,141.3378307566507,77935.15596420092,49287.45190598707,58231.82274806596
91,4.0,185.88446607105283,199.12247870045135,147.2727272737645,71698.49190993965,87841.64503097048,65103.65270557215
92,4.0,135.0387053803414,182.5436360552006,157.27999314147098,80489.47568850045,73724.51475705103,58743.62674722218
93,4.0,110.40170372917332,111.83493660065949,177.48940865671528,75761.75170485437,64289.725548168346,61252.59229687405
94,4.0,112.11357787716295,153.48125023623538,139.8988650156372,73815.6748018116,68499.25154993353,62447.629160252545
95,4.0,142.0985888926209,171.73977811065794,138.96868312340035,74237.58276189501,53869.00826315818,64629.811478449454
96,4.0,141.4684635931201,112.04489852281868,176.30121651917307,81419.8505028139,46953.752347281894,61213.11199798684
97,4.0,141.94378538243348,185.0880052871119,156.96009080285276,79632.61804697925,68209.25225946141,61581.0585057869
98,4.0,147.24643821029642,153.90678525248344,190.47089036914485,73695.25555637214,71190.0155497103,68318.65026229878
99,4.0,136.03923823450282,130.92816240089812,160.5712213808381,79572.78434156954,81238.18243153857,58433.55838877804
100,4.0,158.94960641994967,184.7292907277593,180.15582615118313,81097.97036690515,55317.23769014428,63783.6239693377
101,4.0,124.93389018279748,123.31396941208835,128.2856295048483,79509.07674121758,67802.11002109402,62498.504918993145
102,4.0,175.6348011281484,147.2771960447143,182.47056241511316,74656.95306790154,63728.01333516639,66403.12584128304
103,4.0,109.10789138407242,171.0952296676083,199.21421148519943,79042.01539860868,70884.3276694705,61147.15209207672
104,4.0,148.98262739224947,118.07452672015995,182.53922561454578,76354.1279947714,54060.29758621135,61897.576315506696
105,4.0,164.27639814615873,142.06347142683575,163.81210472120404,78527.10949548014,76496.57354151829,66172.76429896883
106,4.0,178.5611174698006,172.55379819416544,133.33609675547456,71543.68735953009,63769.25509080697,69047.47481253202
107,4.0,181.3336044658995,136.13282927516832,104.51418758457024,74032.5935472004,85176.14506870345,68149.66548290184
108,4.0,155.80851368302353,186.28710650534111,154.31918156285283,73145.96050458137,72351.92578995333,70101.34355584474
109,4.0,121.7471380455274,182.2962288369965,142.50837335982277,76752.9805099924,88435.37357504845,61566.90064772056
110,4.0,136.1974295510816,101.10600616348249,181.74925417362692,75656.47847263122,60387.61088978626,63484.73204454052
111,4.0,127.56477811714223,157.11517381413475,172.50773701030604,77344.12244682932,55162.49027656239,60217.94653192579
112,4.0,120.16312029928473,146.6743607951378,178.87794737967266,74472.97349674022,68649.73428324808,62341.28249789448
113,4.0,190.85101286693333,102.33796497732654,157.16454018516168,74650.31317868782,74452.85645186565,63106.829821965715
114,4.0,195.1763292900502,131.35259233029961,152.47556906982533,79525.65483581735,75612.81051980861,62200.06202882274
115,4.0,105.19992696678965,167.01142844929842,180.56899230777725,74111.41201463286,77831.43536463156,67364.17475271916
116,4.0,126.50848391865377,181.13549342856305,166.73297752420498,76766.76807849243,55062.85479176913,62455.21786075915
117,4.0,101.81488605365901,103.67657020394945,189.72961252546276,67761.372510352,84760.59424020363,68418.19925963733
118,4.0,161.34251515830138,144.50322596531123,153.99185572576675,75199.46443669472,86173.5117032104,66663.48393813893
119,4.0,143.3520458780755,153.16646077337643,122.82678919745172,70914.88338260904,48632.51894233037,63159.23928612807
120,4.0,177.26657228268027,170.4401662425032,199.76502833688664,77206.30469338672,48027.875736193906,65843.89624886632
121,4.0,161.01259544953828,130.60944662132823,185.58345560191822,73160.33430293077,61283.86926842187,64927.75751468727
122,4.0,138.83948382658969,175.12973032692864,190.40962712249106,71304.42086689899,61457.656829025436,68222.72911420312
123,4.0,137.63632808590995,165.32386734796756,161.92013147177246,74405.31055782753,52719.570798550245,62913.8043117488
124,4.0,115.12645261407742,188.20722713953916,180.21245455160002,76754.24751858058,83731.01477630119,64226.26108106457
0,5.0,171.78389072549373,177.70493861739527,188.33850921083672,57655.3239286791,67129.54260119023,51564.38928264643
1,5.0,157.8107926955259,132.30027228636476,183.11517220903937,66956.63401375742,59557.27208023325,68004.52353656737
2,5.0,159.89352026654564,123.63940628665836,167.4833174992685,66262.35672377438,56368.52603920409,46600.43037630391
3,5.0,166.63142927026982,184.7502494936404,187.7558528028763,60954.53216216764,64023.9004843155,72102.09962298829
4,5.0,172.41545105508715,177.8654095180435,177.84947024503595,61834.55788332164,61759.189541085696,89918.60745119935
5,5.0,178.89263519806147,166.03907569532296,126.00952517938978,61702.364959699335,63443.508988482616,63309.8747921313
6,5.0,103.30487079139598,106.02667413405223,136.63979838815354,56262.845095228695,62686.372555996284,63774.373892088166
7,5.0,193.9167762448941,125.20043252987932,120.16347139612726,73154.9604633284,59177.16539972552,72807.29827750787
8,5.0,186.54719995205033,155.91273287335787,114.15757385613907,72737.79394734571,59898.994825823975,62793.06082002768
9,5.0,198.6429348906682,167.2247898554967,145.0203724315103,61557.58722980773,67636.66934356852,79244.00327701031
10,5.0,184.41861181634226,128.37508063252776,195.72079607566113,60811.15266733904,64808.29660960016,63074.901662912154
11,5.0,179.6989282960783,172.68861402797586,115.10887128293393,56367.90161817133,65979.65085255032,46038.560227533766
12,5.0,101.0992987787467,144.05697303757523,105.46398324447867,61178.51171568178,59055.64177546437,64585.94060128808
13,5.0,142.5812795920269,180.97723855359808,156.27405332154262,55142.50579425375,67831.20565429596,89153.79437288688
14,5.0,129.85210302884792,133.75150616511695,139.19450546916607,54159.29073634586,65128.29143860891,60525.07815696511
15,5.0,173.67899943251837,164.33354056440055,117.82892142377311,63851.83707427551,62851.24123210382,67847.77747295248
